file_path,language,text,label,generator,source,compression_level
data/fake/tamil\fake_tam_0934.wav,Tamil,"பிறகு எங்கள் படுதாக்கள், உடுப்புகள் முதலியவற்றையெல்லாம், ரெயில் மூலமாகவும், கப்பல் மூலமாகவும் கொண்டு போக ஏற்பாடு செய்ய வேண்டியதாயிற்று.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0935.wav,Tamil,"வீதியில் எது கிடந்தாலும், காலால் எத்திப்பார்த்து விட்டால் தான், கொஞ்சமாவது மனதில் நம்மதி இருக்கும்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0936.wav,Tamil,என்ற மொழிகள் இவர்காதில் கேட்டவுடன்,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0937.wav,Tamil,இன்று மாணவர்கள் காதல் கீழ்மைகளுக்கு உரியவராகக் காட்டப்படுகின்றனர்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0938.wav,Tamil,ஐந்து நாளில் ஐதராப் பாக்கம்,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0939.wav,Tamil,"நல்ல வேளையாக, அது கிழியும் சமயத்தில் அவர் பார்க்கவில்லை.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0940.wav,Tamil,"ஆகவே, காந்தப்புயல்களால் இது தாக்குறுவதில்லை.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0941.wav,Tamil,"இவ்வாறான, குழப்பத்தால் புதியதும், இதுகாறும் இருந்ததினும், சிறந்ததுமான ஆட்சி முறையொன்றை நிலைநாட்ட வாய்ப்பு உண்டாயிற்று.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0942.wav,Tamil,"அரபு, துருக்கி மொழிகளைப் படிக்க விரும்பினார்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0943.wav,Tamil,மாவட்டம் ஹண்டிங்டன் கடற்கரையை மையமாகக் கொண்டுள்ளது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0944.wav,Tamil,யானைகள்தான் என்று கூறிக்கொண்டே மெதுவாக ஒரு கல்லின் அடியிலே ராகி புகுந்தது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0945.wav,Tamil,தவறு செய்கிறது எளிது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0946.wav,Tamil,பக்கத்திலே தத்தை மனக்கோலத்தில் எழுதி வைத்த சித்திரப் பொற்பாவைபோல அமர்ந்திருந்தாள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0947.wav,Tamil,நாளுக்கு நாள் நமது நிலை மோசமாகிக்கொண்டிருக்கிறது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0948.wav,Tamil,"பிரும்மா, விஷ்ணு, சிவன் எல்லோருமே லிங்கத் திருவுருவிலே தனித் தனி கோயிலில் இருப்பார்கள்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0949.wav,Tamil,அன்பகத்து இல்லா உயிர்வாழ்க்கை வன்பாற்கண் வற்றல் மரம்தளிர்த் தற்று.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0950.wav,Tamil,மாற்று மேம்பாட்டு மாதிரிகளைப் பயன்படுத்தி சுற்றுச்சூழல் அழிவு மற்றும் கிரீன்ஹவுஸ் விளைவை முடிவுக்குக் கொண்டுவர நடவடிக்கை எடுக்கவும்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0951.wav,Tamil,அவர் மன அழுத்தத்தால் பாதிக்கப்பட்டுள்ளதாக அவரது தாயார் கூறினார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0952.wav,Tamil,வடமொழியில் பலசுருதி என்று சொல்வார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0953.wav,Tamil,வேலை இல்லாத் திண்டாட்டம்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0954.wav,Tamil,ஓ'டெல் முழங்கால் குருத்தெலும்பு கிழிந்ததால் அவதிப்பட்டார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0955.wav,Tamil,கணைக்கால் இரும்பொறை பழகுதற்கினிய பண்புடையவன்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0956.wav,Tamil,பழைய பெய்லி நீதிபதி பீட்டர் பியூமண்ட் தண்டனை வழங்கினார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0957.wav,Tamil,வீட்டுத் தலைவி தொழிலுக்குச் சென்றால் வீட்டில் இருந்து குழந்தைகளைக் கவனிக்கவும் ஒரு சிலர் உதவுகின்றனர்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0958.wav,Tamil,இது நீர் வீழ்ச்சியின் உச்சிக்கருகில் அமைந்துள்ளது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0959.wav,Tamil,இந்த நிலையில் உடம்புக்கு ஆகாதே என்று சொல்லை மாற்றினாள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0960.wav,Tamil,புலனாய்வுக்கும் கடலாராய்ச்சிக்கும் பயன்படுபவை.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0961.wav,Tamil,அவர்கள் குறைக்காற்று முன் இலவம் பஞ்சு ஆயினர்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0962.wav,Tamil,இரண்டு ஜன்னல்களின் அருகில் நேர் எதிராக இரண்டு பெஞ்சுகளில் உட்கார்ந்தோம்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0963.wav,Tamil,"அரை நிஜார் அணிந்தபடி, அப்பாவின் கடிதத்தோடு போலீஸ் நிலையத்துக்கு ஒடினேன்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0964.wav,Tamil,அதற்கு நமது வாழ்க்கையைச் சிரஞ்சீவியாக்குவது எது என்பதை நாம் உணர வேண்டும்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0965.wav,Tamil,அதில் முதல் பக்கத்தில் கொட்டை எழுத்தில் அஞ்சலிக்கு அது இருக்கா?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0966.wav,Tamil,அந்த ஒரு மாதமும் அதிகாரிகள் என்னைக் கண்காணித்தார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0967.wav,Tamil,"அவர் மதுரைக்குப் போயிராவிட்டால், இந்தச் சபையில் நடிப்பதைப்பற்றிக் கனவிலும் நினைத்திருக்க மாட்டேன்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0968.wav,Tamil,அப்பொழுது திடீரென்று பகைவரின் குண்டொன்று தான்பிரீனுடைய இடதுகாலில் பாய்ந்தது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0969.wav,Tamil,"காவல்துறையின் எதிர்பார்ப்புகளுக்கு மாறாக, எந்தவிதமான கலவரமும் நடக்கவில்லை.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0970.wav,Tamil,அவ்வளவுதான் அவள் ஒரே சத்தம் போட ஆரம்பித்துவிட்டாள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0971.wav,Tamil,ஆர் வாழ்வு ஆருக்கு நின்றது?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0972.wav,Tamil,பரிசல் ஆற்று வெள்ளத்தோடே கரை ஓரமாக மெதுவாக மிதந்து செல்லலாயிற்று.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0973.wav,Tamil,அது தான் மரணம்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0974.wav,Tamil,திப்பெரரியிலிருந்து சில ஒற்றர்கள் டப்ளினுக்கு வரவழைக்கப்பட்டிருந்தார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0975.wav,Tamil,அவனுக்கு அப்போழுது வயது இருபது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0976.wav,Tamil,அவர்களுக்குப் பொழுது போகாத நேரத்தில் ஆண்கள் இல்லாமல் குழந்தை பெற முடியுமா?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0977.wav,Tamil,நானும் காரில் புறப்பட்டு சைதாப்பேட்டை தாண்டியதும் ஓ வென்று வாய்விட்டுக்கதறி அழுதேன்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0978.wav,Tamil,அரசாங்கம் முழுப்பொறுப்பேற்று மக்களின் நல்வாழ்வுக்குக் காப்பு அளிக்கிறது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0979.wav,Tamil,"எனது நண்பர், பொய்சொல் என்று ஒருவனைக் கேட்டால் பொய் சொல்லிவிடுவானா? இது அவ்வளவு ஒழுங்காகவில்லை.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0980.wav,Tamil,துவர்த்துப் போன கரும்பை நாக்கு விரும்புமா?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0981.wav,Tamil,அந்த அசுரர்களிடமிருந்து காக்க இந்திரன் காவல் பூதத்தை அனுப்பிவைத்தான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0982.wav,Tamil,இருவர் அறியாமையும் உந்தி நிற்கும் ஆவலின் தாக்குதலை அந்த மெல்லிய பட்டுத்திரை எவ்வளவு நேரந்தான் தாங்கும்?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0983.wav,Tamil,நமது தலைமுறையில் அகலுமா என்பதே இன்றுள்ள பிரச்சனை.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0984.wav,Tamil,உதயணனின் அனுமதி பெற்றுத் தன் மனைவியைக் கோசாம்பியிலேயே விட்டுவிட்டுத் தான் மட்டும் உஞ்சை நகருக்குச் சென்றான் யூகி.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0985.wav,Tamil,பேச்சு மூச்சில்லாமல் அவனைக் கட்டிப் பிடித்துக்கொண்டு கிடந்தாள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0986.wav,Tamil,காலம்மாறும் இன்று நாம் செய்ததைக் கண்டிப்பவர்கள் நாளை உண்மையை அறிந்து நம்மைப் போற்றிப் பின்பற்றுவார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0987.wav,Tamil,காலையிலிருந்து அவன் பட்டினியல்லவா!,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0988.wav,Tamil,"இதோ, உன்னை விழுங்கி ஏப்பம் விடக் காத்துக் கொண்டிருக்கும் இந்தச் சிறுத்தையிடமிருந்து தப்பவும் முடியாது.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0989.wav,Tamil,எப்படி இதிலிருந்து விடுபடுவது? என்று சிந்தித்துக் கொண்டே நண்பர் தன்னை அறியாமல் மீண்டும் அங்கேயே வட்டமிட்டார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0990.wav,Tamil,என்னைப் பார் என் மேனி அழகைப் பார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0991.wav,Tamil,சித்தன்ன வாசலைத் தமிழ் நாட்டின் அஜந்தா என்று சொல்லலாம்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0992.wav,Tamil,விசயையின் வயிற்றில் வளரும் மாணிக்கத்தைக் காக்கும் பொறுப்பினை உணர்ந்தான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0993.wav,Tamil,அதைவிட மற்றொரு சிறிய காட்சி மறக்கமுடியாமல் நிற்கிறது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0994.wav,Tamil,கவலையில் மூழ்கி முதலை இழப்பானேன்?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0995.wav,Tamil,"சங்கரதாஸ் சுவாமிகள் அந்தநாளில் தமிழ் நாடக உலகில் சுவாமிகள் என்றாலே போதும், அது சங்கரதாஸ் சுவாமிகள் ஒருவரைத்தான் குறிக்கும்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0996.wav,Tamil,அநியாயம் செய்வதெது? மதங்கள் அன்றோ?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0997.wav,Tamil,"சேர்வராயன் மலைமீது எத்தனையோ கண்ணைக் கவரும் இடங்களும், இயற்கை அழகு பொங்கித் ததும்பும் வண்ணப் பீட பூமிகளும் உள்ளன.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0998.wav,Tamil,"அழைப்பார் இல்லை ஆதலால், மீண்டும்",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_0999.wav,Tamil,நீ ஏன் இதற்காக இத்தனை கவலைப்படுகின்றாய்?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1000.wav,Tamil,ஞாலநிலப்பாகம் இன்றுள்ளவாறு ஐந்து கண்டங்களாகவும்,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1001.wav,Tamil,வானம் பொய்க்காததால் தான தருமங்கள் சிறந்து ஓங்கின.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1002.wav,Tamil,உதயணன் செல்லும் வழியில் அவனுக்குத் துன்பம் நேராமல் சுற்றியிருந்து காப்பது அவர்கள் கடமை அல்லவா?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1003.wav,Tamil,கண்ணனும் அவள் உள்ளம் தன்பால் என்பது அறிந்து தேர் கொண்டு அவளை ஏற்றிக் கொண்டு சென்று விட்டான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1004.wav,Tamil,"மற்ற சமயங்களுக்கு வாய்த்திருப்பது போல, அயல் மூலதனங்கள் நமக்கு இல்லை.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1005.wav,Tamil,கர்னல் ஒரு கனவான் அல்லவா?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1006.wav,Tamil,கொடுங்கோளூர் நகரிலும் அந்தப் பெண்காணாமற் போய்விட்ட செய்தி பரபரப்பை உண்டு பண்ணியிருப்பதாக அவர்கள் தெரிவித்தார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1007.wav,Tamil,துரோணனும் தருமனும் நெருங்கிப் போர் செய்தனர்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1008.wav,Tamil,அதனால் அவன் கருவமும் ஓங்கியது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1009.wav,Tamil,இக்குடைவரைதான் உலகம் முழுவதிலும் உள்ள மிகச் சிறந்த குடைவரை என்று கலைஞர்கள் கூறுகிறார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1010.wav,Tamil,இந்தப் பயணம் எளிதானது அல்ல.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1011.wav,Tamil,ஆறு மாதம் வீட்டிலே ஆறு மாதம் காட்டிலே.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1012.wav,Tamil,இன்பமாக உண்ணலாம் வாழைக்காய் வேணுமா?,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1013.wav,Tamil,"அப்படியானால், இப்போதே நமது திருமணம் நடை பெற்றாக வேண்டும்! சிந்தாமணி தேம்பியவாறு கூறினாள்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1014.wav,Tamil,பக்தி வலையில் படுபவன் தானே பரமன்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1015.wav,Tamil,அரசன் தன் பிறந்தநாளில் தன் அரண்மனையைச் சுற்றி நான்கு வீதிகளிலும் ஊர்வலம்வரப் பல்லக்கில் புறப்பட்டான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1016.wav,Tamil,தமிழகத்தை அவர் நேசித்து இருக்கிறார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1017.wav,Tamil,"இந்த இசை, அதன் காலகட்டத்தை உரக்கச் சொல்கிறது, இது இந்த அளவுக்கு ரசிக்கக்கூடியதாக இருப்பதற்குக் காரணம் அதுதான்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1018.wav,Tamil,நீ மொத்தத்தில் ஒரு பூஜ்யம் ஆகிவிடுவாய் எண் சேர்ந்தால்தான் இயக்கம் அமையும் அவள் அந்த எண்ணாக இயங்குவாள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1019.wav,Tamil,ஆட லோகத்து அமுதத்தை ஈக்கள் மொய்த்துக் கொண்டது போல.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1020.wav,Tamil,தன் கரும்பு வில்லினை அவளுக்குப் புருவமாகப் படைத்து அந்த மன்மதன்தான் தந்துவிட்டானோ என்று வியந்தான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1021.wav,Tamil,உலவாக் கட்டுரை பலவற்றைக் கூறுகிறான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1022.wav,Tamil,கன்னி மாடத்தில் விட்டு வையுங்கள் அவளும் சுதந்திரமாக இருக்கமுடியும் என்றாள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1023.wav,Tamil,"கடவுள், மழை இவற்றிற்கு அடுத்து மதிக்கத் தக்கவர்கள் இவ்வொழுக்கத்தில் உயர்ந்த பெரியோர்கள்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1024.wav,Tamil,அதைத் தாண்டியவுடன் அவர்கள் கண்ணில் முதலில் தென்பட்டது சிந்துநதிப் பிரவேசம்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1025.wav,Tamil,அவளது அழகான மேனியிலிருந்து நெற்கதிராகிய பச்சைப் பசுங்கதிர்கள் வெளிவந்து பிரகாசிக்கின்றன.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1026.wav,Tamil,நகர மையங்களை நுகர்வோர் உணரும் மற்றும் பயன்படுத்தும் முறையும் அடிப்படையில் மாறிவிட்டது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1027.wav,Tamil,அவன் மிதித்க இடம் பற்றி எரிகிறது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1028.wav,Tamil,எங்கு நோக்கினும் தீஞ்சுனைகள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1029.wav,Tamil,அடுத்து யாழ்ப் பாணம் பகுதியில் வாழும் தமிழர்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1030.wav,Tamil,"மணம் நடைபெறுமுன் ஏற்படும் சந்திப்புகளும், கூட்டமும், பிரிவும் களவு ஒழுக்கம் எனக் கூறப்படும்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1031.wav,Tamil,எனக்கு ஒரே வியப்பு!,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1032.wav,Tamil,என்ன ஒரு சுகம்,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1033.wav,Tamil,அந்த உறவு நாளடைவில் தேய்ந்து விடுகிறது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1034.wav,Tamil,அவள் அருமை மிகுந்த இந்தத் தமிழ் மண்ணில் பிறந்தாளே என்பதற்காக!,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1035.wav,Tamil,"அழகிலே பிறந்த பவளக்கொடி, ஆற்றிலே மிதந்த சாணிக் கூடை அழகிற்கு மூக்கை அழிப்பார் உண்டா?",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1036.wav,Tamil,கண்ணாடி அணியாத மனிதன் தனது வெற்றுக்கண்களால் ஐயாயிரம் நட்சத்திரங்களைப் பார்க்கும் சக்தி யுட்டையவனாவான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1037.wav,Tamil,சீதாவுக்கு நீதான் கலியாணம் செய்து வைக்க வேன்டும்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1038.wav,Tamil,தான்பிரீன் கதவை நோக்கிச் சென்றான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1039.wav,Tamil,இல்லிடம் இல்லார்க்கு நல்லிடம் இல்லை.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1040.wav,Tamil,என் மனம் துயர் கொள்ளுமாறு தவிப்புறச் செய்வது உனக்கு அழகன்று.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1041.wav,Tamil,அன்று போல் என்றும் அவனுடைய புகழும் பூவுலகில் நிலைத் திருக்கின்றது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1042.wav,Tamil,மூவரும் காரோணரைப் பாடியிருக் கிறார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1043.wav,Tamil,அந்தப் பசங்க ஒரு குரங்கை வைச்சிருந்தானுங்க.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1044.wav,Tamil,அந்தணத் துறவுக் கோலத்தை நீக்கிவிட்டுக் காமனும் விழையும் கண்கவர் வடிவம் கொண்டு அழகனாக அவள் முன் நின்றான்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1045.wav,Tamil,"தேவையானவை, வளர்ச்சிக்குரியவை கொள்ளப்பட்டு மற்றலை எள்ளப்பட்டுப் புதிய மாற்றங்களுக்கு இடம் தருகிறோம் என்பது மறுக்க முடியாத உண்மை.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1046.wav,Tamil,நம்மினப் பெண்குலத்தின் - இதய,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1047.wav,Tamil,வேறு பல ஐரிஷ் நண்பர்களும் அவனைக் கண்டு மிகுந்த உபசாரம் செய்தனர்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1048.wav,Tamil,"அவர்களின் வேண்டுகோளின்படி, ஆஸிம் இப்னு தாபித் உட்பட ஆறு பேரை பெருமானார் அவர்கள் அனுப்பி வைத்தார்கள்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1049.wav,Tamil,அந்நூல் இவர்கள் வாழ்வில் நல்ல திருப்பத்தினைத் தந்தது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1050.wav,Tamil,தொல்லறநூல் உரைகண்ட பதின்மர் தாமும்,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1051.wav,Tamil,ஏதேனும் ஒர் எழுத்தைத் தவறாக உச்சரித்தால் அந்த எழுத்துக்குரிய தேவதை கோபித்துக் கொள்ளும்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1052.wav,Tamil,"நான் தான், ஆனால் சிறப்பாக எதுவும் எனக்குத் தெரியவில்லை.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1053.wav,Tamil,மற்றவர்கள் கைகொட்டிச் சிரிக்கிறார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1054.wav,Tamil,என் நாய்க்குட்டி கை தவறி விட்டதை அப்புறம்தான் அறிந்துகொண்டேன்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1055.wav,Tamil,நாடகக் கம்பெனிகள் இதைச் சாதாரணமாக ஆடுவதில்லை.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1056.wav,Tamil,என்ன உலகம் என்று அங்கலாய்த்தேன்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1057.wav,Tamil,இதை வேற்றுமையில் ஒற்றுமை என்று சொல்வார்கள்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1058.wav,Tamil,குலுக்கென்று சிரித்த முல்லை,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1059.wav,Tamil,"ஒரு விசை ஒரு பொருளின் மீது செயற்படுங் காலை, அப்பொருள் அவ்விசையின் திசையில் நகருமானால் வேலை நடைபெறும்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1060.wav,Tamil,"தத்தை, திரைக்குப் பின்னாலே கற்பவள் அமர வேண்டிய இருக்கையில் அமர்த்தப்பட்டாள்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1061.wav,Tamil,"ஆனால் - பிஷப் அத்தகைய சகிப்புத்தன்மையும், மனிதாபிமானமும் உள்ள மனிதர்.",fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1062.wav,Tamil,அதனால் இரத்த அழுத்த நோய் ஏற்படுகிறது.,fake,facebook/mms-tts-tam,synthetic_tts,clean
data/fake/tamil\fake_tam_1063.wav,Tamil,மீதமுள்ள ரீச்ஸ்டாக் என்பவர் ஆதரவாக வாக்களித்தார்.,fake,facebook/mms-tts-tam,synthetic_tts,clean
